epoch,loss,accuracy,val_loss,val_accuracy
0,1.7018749713897705,0.5804597735404968,0.6949868202209473,0.48275861144065857
1,0.7148966789245605,0.795976996421814,0.6774417161941528,0.5747126340866089
2,0.5087270736694336,0.8477011322975159,0.72780841588974,0.5747126340866089
3,0.35907748341560364,0.8706896305084229,0.7756904363632202,0.5747126340866089
4,0.27510878443717957,0.8994252681732178,1.0602220296859741,0.5747126340866089
5,0.1773701310157776,0.931034505367279,1.048232913017273,0.5747126340866089
6,0.10963069647550583,0.9626436829566956,1.4767787456512451,0.5747126340866089
