image_name,probabilidad,clasificacion,clasificacion_modificada
Colpo_766.jpg,0.4827,Anormal,Normal
Colpo_774.jpg,0.4826,Anormal,Anormal
Colpo_776.jpg,0.4827,Anormal,Anormal
Colpo_778.jpg,0.4827,Anormal,Normal
Colpo_780.jpg,0.4827,Anormal,Anormal
Colpo_782.jpg,0.4826,Anormal,Anormal
Colpo_784.jpg,0.4827,Anormal,Anormal
Colpo_788.jpg,0.4827,Anormal,Normal
Colpo_796.jpg,0.4826,Anormal,Normal
Colpo_799.jpg,0.4827,Anormal,Anormal
Colpo_800.jpg,0.4828,Anormal,Anormal
Colpo_801.jpg,0.4827,Anormal,Anormal
Colpo_803.jpg,0.4826,Anormal,Anormal
Colpo_806.jpg,0.4825,Anormal,Anormal
Colpo_811.jpg,0.4826,Anormal,Normal
Colpo_812.jpg,0.4827,Anormal,Anormal
Colpo_818.jpg,0.4825,Anormal,Normal
Colpo_820.jpg,0.4827,Anormal,Anormal
Colpo_825.jpg,0.4825,Anormal,Normal
Colpo_828.jpg,0.4827,Anormal,Normal
Colpo_835.jpg,0.4826,Anormal,Anormal
Colpo_839.jpg,0.4826,Anormal,Anormal
Colpo_840.jpg,0.4826,Anormal,Anormal
Colpo_845.jpg,0.4824,Anormal,Anormal
Colpo_848.jpg,0.4826,Anormal,Normal
Colpo_853.jpg,0.4827,Anormal,Normal
Colpo_864.jpg,0.4827,Anormal,Normal
Colpo_866.jpg,0.4827,Anormal,Anormal
Colpo_869.jpg,0.4826,Anormal,Anormal
Colpo_870.jpg,0.4826,Anormal,Normal
Colpo_872.jpg,0.4826,Anormal,Normal
Colpo_benign_0.jpg,0.4827,Anormal,Normal
Colpo_benign_10.jpg,0.4825,Anormal,Anormal
Colpo_benign_1013.jpg,0.4826,Anormal,Normal
Colpo_benign_1014.jpg,0.4826,Anormal,Anormal
Colpo_benign_1019.jpg,0.4827,Anormal,Normal
Colpo_benign_102.jpg,0.4825,Anormal,Normal
Colpo_benign_1023.jpg,0.4827,Anormal,Anormal
Colpo_benign_1024.jpg,0.4827,Anormal,Anormal
Colpo_benign_1026.jpg,0.4825,Anormal,Normal
Colpo_benign_1027.jpg,0.4825,Anormal,Anormal
Colpo_benign_1033.jpg,0.4825,Anormal,Anormal
Colpo_benign_104.jpg,0.4825,Anormal,Normal
Colpo_benign_1056.jpg,0.4826,Anormal,Anormal
Colpo_benign_1059.jpg,0.4826,Anormal,Anormal
Colpo_benign_1061.jpg,0.4825,Anormal,Anormal
Colpo_benign_1070.jpg,0.4827,Anormal,Anormal
Colpo_benign_1071.jpg,0.4826,Anormal,Normal
Colpo_benign_1077.jpg,0.4823,Anormal,Anormal
Colpo_benign_109.jpg,0.4826,Anormal,Anormal
Colpo_benign_1093.jpg,0.4824,Anormal,Normal
Colpo_benign_1100.jpg,0.4824,Anormal,Anormal
Colpo_benign_1105.jpg,0.4826,Anormal,Anormal
Colpo_benign_1123.jpg,0.4826,Anormal,Anormal
Colpo_benign_1134.jpg,0.4825,Anormal,Normal
Colpo_benign_1136.jpg,0.4825,Anormal,Anormal
Colpo_benign_1139.jpg,0.4827,Anormal,Anormal
Colpo_benign_1154.jpg,0.4823,Anormal,Normal
Colpo_benign_1161.jpg,0.4826,Anormal,Normal
Colpo_benign_1168.jpg,0.4828,Anormal,Anormal
Colpo_benign_1174.jpg,0.4826,Anormal,Anormal
