image_name,probabilidad,clasificacion,clasificacion_modificada
Colpo_benign_1061.jpg,0.4371,Anormal,Anormal
Colpo_benign_1070.jpg,0.43,Anormal,Anormal
Colpo_benign_1071.jpg,0.405,Normal,Normal
Colpo_benign_1077.jpg,0.4133,Normal,Anormal
Colpo_benign_109.jpg,0.4181,Normal,Anormal
Colpo_benign_1093.jpg,0.4338,Anormal,Normal
Colpo_benign_1100.jpg,0.442,Anormal,Anormal
Colpo_benign_1105.jpg,0.4365,Anormal,Anormal
Colpo_benign_1123.jpg,0.4271,Anormal,Anormal
Colpo_benign_1134.jpg,0.4212,Anormal,Normal
Colpo_benign_1136.jpg,0.4278,Anormal,Anormal
Colpo_benign_1139.jpg,0.4244,Anormal,Anormal
Colpo_benign_1154.jpg,0.4571,Anormal,Normal
Colpo_benign_1161.jpg,0.4224,Anormal,Anormal
Colpo_benign_1168.jpg,0.4202,Anormal,Anormal
Colpo_benign_1174.jpg,0.4243,Anormal,Anormal
Colpo_benign_1179.jpg,0.4345,Anormal,Anormal
Colpo_benign_1190.jpg,0.4488,Anormal,Anormal
Colpo_benign_1194.jpg,0.4049,Normal,Normal
Colpo_benign_1199.jpg,0.4328,Anormal,Anormal
Colpo_benign_12.jpg,0.4252,Anormal,Anormal
Colpo_benign_1202.jpg,0.4446,Anormal,Anormal
Colpo_benign_1204.jpg,0.4475,Anormal,Normal
Colpo_benign_1220.jpg,0.426,Anormal,Anormal
Colpo_benign_1223.jpg,0.4199,Normal,Anormal
Colpo_benign_1226.jpg,0.4029,Normal,Normal
Colpo_benign_1229.jpg,0.4332,Anormal,Anormal
Colpo_benign_1230.jpg,0.411,Normal,Anormal
Colpo_benign_1239.jpg,0.426,Anormal,Anormal
Colpo_benign_1251.jpg,0.4423,Anormal,Normal
Colpo_benign_1273.jpg,0.4528,Anormal,Anormal
Colpo_benign_1274.jpg,0.4419,Anormal,Anormal
Colpo_benign_1281.jpg,0.4141,Normal,Anormal
Colpo_benign_1285.jpg,0.431,Anormal,Normal
Colpo_benign_1288.jpg,0.4382,Anormal,Anormal
Colpo_benign_1289.jpg,0.4414,Anormal,Anormal
Colpo_benign_129.jpg,0.4394,Anormal,Normal
Colpo_benign_13.jpg,0.4316,Anormal,Anormal
Colpo_benign_1308.jpg,0.4157,Normal,Normal
Colpo_benign_1314.jpg,0.4219,Anormal,Normal
Colpo_benign_1320.jpg,0.391,Normal,Normal
Colpo_benign_1336.jpg,0.4536,Anormal,Normal
Colpo_benign_1344.jpg,0.4144,Normal,Normal
Colpo_benign_1346.jpg,0.4394,Anormal,Anormal
Colpo_benign_1370.jpg,0.388,Normal,Anormal
Colpo_benign_138.jpg,0.4336,Anormal,Anormal
Colpo_benign_1384.jpg,0.4521,Anormal,Anormal
Colpo_benign_1389.jpg,0.4499,Anormal,Normal
Colpo_benign_139.jpg,0.4356,Anormal,Normal
Colpo_benign_1390.jpg,0.4331,Anormal,Anormal
Colpo_benign_1393.jpg,0.4251,Anormal,Anormal
Colpo_benign_14.jpg,0.4591,Anormal,Anormal
Colpo_benign_1414.jpg,0.4361,Anormal,Normal
Colpo_benign_142.jpg,0.4346,Anormal,Anormal
Colpo_benign_1422.jpg,0.4198,Normal,Anormal
Colpo_benign_1427.jpg,0.42,Anormal,Normal
Colpo_benign_1430.jpg,0.4101,Normal,Anormal
Colpo_benign_1437.jpg,0.4306,Anormal,Anormal
Colpo_benign_144.jpg,0.427,Anormal,Anormal
Colpo_benign_1464.jpg,0.4112,Normal,Normal
Colpo_benign_1468.jpg,0.4221,Anormal,Anormal
Colpo_benign_1473.jpg,0.4204,Anormal,Normal
Colpo_benign_148.jpg,0.419,Normal,Normal
Colpo_benign_160.jpg,0.4415,Anormal,Normal
Colpo_benign_171.jpg,0.445,Anormal,Normal
Colpo_benign_176.jpg,0.4353,Anormal,Anormal
Colpo_benign_180.jpg,0.4257,Anormal,Anormal
Colpo_benign_181.jpg,0.4205,Anormal,Normal
Colpo_benign_191.jpg,0.4301,Anormal,Anormal
Colpo_benign_201.jpg,0.4546,Anormal,Anormal
Colpo_benign_205.jpg,0.4398,Anormal,Anormal
Colpo_benign_208.jpg,0.4197,Normal,Anormal
Colpo_benign_215.jpg,0.4402,Anormal,Anormal
Colpo_benign_229.jpg,0.4099,Normal,Normal
Colpo_benign_237.jpg,0.4245,Anormal,Anormal
Colpo_benign_239.jpg,0.4491,Anormal,Anormal
Colpo_benign_245.jpg,0.4199,Normal,Normal
Colpo_benign_254.jpg,0.431,Anormal,Normal
Colpo_benign_262.jpg,0.4322,Anormal,Anormal
Colpo_benign_281.jpg,0.4075,Normal,Normal
Colpo_benign_294.jpg,0.4056,Normal,Anormal
Colpo_benign_298.jpg,0.3679,Normal,Anormal
Colpo_benign_306.jpg,0.4429,Anormal,Anormal
Colpo_benign_308.jpg,0.4229,Anormal,Anormal
Colpo_benign_311.jpg,0.4362,Anormal,Normal
Colpo_benign_333.jpg,0.4254,Anormal,Normal
Colpo_benign_334.jpg,0.4404,Anormal,Normal
Colpo_benign_338.jpg,0.3948,Normal,Normal
Colpo_benign_34.jpg,0.4329,Anormal,Anormal
Colpo_benign_346.jpg,0.4409,Anormal,Normal
Colpo_benign_349.jpg,0.4403,Anormal,Normal
Colpo_benign_35.jpg,0.4227,Anormal,Anormal
Colpo_benign_356.jpg,0.4303,Anormal,Anormal
Colpo_benign_376.jpg,0.4341,Anormal,Anormal
Colpo_benign_379.jpg,0.4172,Normal,Anormal
Colpo_benign_383.jpg,0.4528,Anormal,Anormal
Colpo_benign_384.jpg,0.441,Anormal,Normal
Colpo_benign_387.jpg,0.438,Anormal,Anormal
Colpo_benign_396.jpg,0.452,Anormal,Anormal
Colpo_benign_401.jpg,0.4364,Anormal,Anormal
Colpo_benign_416.jpg,0.4072,Normal,Normal
Colpo_benign_421.jpg,0.433,Anormal,Anormal
Colpo_benign_425.jpg,0.417,Normal,Normal
Colpo_benign_441.jpg,0.4261,Anormal,Normal
Colpo_benign_446.jpg,0.4356,Anormal,Anormal
Colpo_benign_47.jpg,0.4319,Anormal,Normal
Colpo_benign_470.jpg,0.4435,Anormal,Anormal
Colpo_benign_471.jpg,0.4099,Normal,Anormal
Colpo_benign_478.jpg,0.442,Anormal,Anormal
Colpo_benign_48.jpg,0.4353,Anormal,Anormal
Colpo_benign_481.jpg,0.4183,Normal,Normal
Colpo_benign_484.jpg,0.4471,Anormal,Anormal
Colpo_benign_513.jpg,0.4123,Normal,Normal
Colpo_benign_516.jpg,0.4177,Normal,Normal
Colpo_benign_518.jpg,0.4164,Normal,Anormal
Colpo_benign_531.jpg,0.3987,Normal,Anormal
Colpo_benign_532.jpg,0.4491,Anormal,Normal
Colpo_benign_536.jpg,0.4248,Anormal,Normal
Colpo_benign_55.jpg,0.4589,Anormal,Anormal
Colpo_benign_550.jpg,0.4366,Anormal,Anormal
Colpo_benign_551.jpg,0.4341,Anormal,Anormal
Colpo_benign_553.jpg,0.4351,Anormal,Anormal
Colpo_benign_558.jpg,0.4371,Anormal,Anormal
Colpo_benign_560.jpg,0.4216,Anormal,Normal
Colpo_benign_562.jpg,0.4234,Anormal,Normal
Colpo_benign_57.jpg,0.4211,Anormal,Anormal
Colpo_benign_576.jpg,0.4515,Anormal,Anormal
Colpo_benign_578.jpg,0.4248,Anormal,Anormal
Colpo_benign_579.jpg,0.4238,Anormal,Normal
Colpo_benign_580.jpg,0.4311,Anormal,Anormal
Colpo_benign_582.jpg,0.4373,Anormal,Normal
Colpo_benign_583.jpg,0.406,Normal,Normal
Colpo_benign_593.jpg,0.4244,Anormal,Normal
Colpo_benign_596.jpg,0.4382,Anormal,Normal
Colpo_benign_605.jpg,0.4087,Normal,Normal
Colpo_benign_620.jpg,0.4298,Anormal,Anormal
Colpo_benign_623.jpg,0.4341,Anormal,Normal
Colpo_benign_624.jpg,0.4348,Anormal,Normal
Colpo_benign_645.jpg,0.4456,Anormal,Anormal
Colpo_benign_649.jpg,0.435,Anormal,Anormal
Colpo_benign_653.jpg,0.4197,Normal,Normal
Colpo_benign_660.jpg,0.4348,Anormal,Anormal
Colpo_benign_663.jpg,0.4474,Anormal,Normal
Colpo_benign_667.jpg,0.4161,Normal,Normal
Colpo_benign_668.jpg,0.4352,Anormal,Normal
Colpo_benign_677.jpg,0.392,Normal,Normal
Colpo_benign_7.jpg,0.4411,Anormal,Anormal
Colpo_benign_700.jpg,0.43,Anormal,Anormal
Colpo_benign_710.jpg,0.4241,Anormal,Anormal
Colpo_benign_713.jpg,0.4502,Anormal,Normal
Colpo_benign_725.jpg,0.4328,Anormal,Anormal
Colpo_benign_732.jpg,0.4412,Anormal,Anormal
Colpo_benign_739.jpg,0.4284,Anormal,Anormal
Colpo_benign_745.jpg,0.4348,Anormal,Normal
Colpo_benign_759.jpg,0.3891,Normal,Anormal
Colpo_benign_763.jpg,0.4269,Anormal,Anormal
Colpo_benign_764.jpg,0.3819,Normal,Normal
Colpo_benign_765.jpg,0.4398,Anormal,Anormal
Colpo_benign_769.jpg,0.4422,Anormal,Anormal
Colpo_benign_779.jpg,0.4305,Anormal,Anormal
Colpo_benign_783.jpg,0.4283,Anormal,Normal
Colpo_benign_787.jpg,0.4136,Normal,Normal
Colpo_benign_791.jpg,0.4226,Anormal,Normal
Colpo_benign_802.jpg,0.4249,Anormal,Anormal
Colpo_benign_809.jpg,0.4293,Anormal,Anormal
Colpo_benign_81.jpg,0.4416,Anormal,Normal
Colpo_benign_810.jpg,0.42,Anormal,Normal
Colpo_benign_817.jpg,0.3931,Normal,Normal
Colpo_benign_821.jpg,0.4433,Anormal,Anormal
Colpo_benign_833.jpg,0.4122,Normal,Normal
Colpo_benign_836.jpg,0.44,Anormal,Anormal
Colpo_benign_842.jpg,0.4461,Anormal,Normal
Colpo_benign_855.jpg,0.4047,Normal,Normal
Colpo_benign_879.jpg,0.4698,Anormal,Normal
Colpo_benign_880.jpg,0.4591,Anormal,Anormal
Colpo_benign_887.jpg,0.4394,Anormal,Normal
Colpo_benign_890.jpg,0.4327,Anormal,Anormal
Colpo_benign_895.jpg,0.4498,Anormal,Anormal
Colpo_benign_901.jpg,0.4409,Anormal,Anormal
Colpo_benign_908.jpg,0.4494,Anormal,Anormal
Colpo_benign_917.jpg,0.4452,Anormal,Anormal
Colpo_benign_918.jpg,0.4444,Anormal,Anormal
Colpo_benign_920.jpg,0.4337,Anormal,Anormal
Colpo_benign_921.jpg,0.4134,Normal,Anormal
Colpo_benign_928.jpg,0.4387,Anormal,Normal
Colpo_benign_930.jpg,0.4288,Anormal,Anormal
Colpo_benign_96.jpg,0.4202,Anormal,Normal
Colpo_benign_965.jpg,0.4604,Anormal,Anormal
Colpo_benign_972.jpg,0.4332,Anormal,Normal
Colpo_benign_977.jpg,0.4358,Anormal,Anormal
Colpo_benign_984.jpg,0.4017,Normal,Normal
Colpo_benign_991.jpg,0.4595,Anormal,Anormal
