image_name,y_true,y_pred,prob
Colpo_01.jpg,0,0,0.25391382
Colpo_010.jpg,0,0,0.48147866
Colpo_0100.jpg,0,0,0.40925997
Colpo_0101.jpg,0,0,0.27451974
Colpo_0102.jpg,0,0,0.3822269
Colpo_0103.jpg,0,0,0.12809354
Colpo_0104.jpg,0,0,0.42502508
Colpo_0105.jpg,0,1,0.6838042
Colpo_0106.jpg,0,0,0.3250629
Colpo_0107.jpg,1,0,0.36041567
Colpo_0108.jpg,1,0,0.36703557
Colpo_0109.jpg,0,0,0.46066493
Colpo_011.jpg,0,1,0.54672885
Colpo_0110.jpg,1,0,0.4539069
Colpo_0111.jpg,0,1,0.74778455
Colpo_0112.jpg,1,1,0.53388035
Colpo_0113.jpg,1,0,0.33108357
Colpo_0114.jpg,1,0,0.19231324
Colpo_012.jpg,0,0,0.39121804
Colpo_013.jpg,0,0,0.17015772
Colpo_014.jpg,0,0,0.17757368
Colpo_018.jpg,1,0,0.30448335
Colpo_019.jpg,1,0,0.33317143
Colpo_02.jpg,1,0,0.4449955
Colpo_020.jpg,1,0,0.27781382
Colpo_021.jpg,0,0,0.2488728
Colpo_022.jpg,0,0,0.15259303
Colpo_023.jpg,1,0,0.2891079
Colpo_024.jpg,0,0,0.46069118
Colpo_025.jpg,1,0,0.19109766
Colpo_026.jpg,0,0,0.16487478
Colpo_027.jpg,0,0,0.12057414
Colpo_028.jpg,1,0,0.17642355
Colpo_03.jpg,1,1,0.7735962
Colpo_030.jpg,1,0,0.27411312
Colpo_031.jpg,1,1,0.6432497
Colpo_032.jpg,0,0,0.165379
Colpo_033.jpg,0,0,0.24470863
Colpo_034.jpg,1,0,0.42771694
Colpo_035.jpg,1,1,0.6851567
Colpo_036.jpg,0,0,0.22889677
Colpo_037.jpg,0,0,0.3509786
Colpo_038.jpg,0,0,0.35047817
Colpo_039.jpg,1,0,0.46239147
Colpo_04.jpg,0,0,0.28277138
Colpo_040.jpg,1,0,0.20038222
Colpo_041.jpg,0,0,0.35799396
Colpo_042.jpg,0,0,0.31264076
Colpo_043.jpg,1,0,0.233785
Colpo_044.jpg,0,0,0.48671252
Colpo_045.jpg,0,0,0.1095707
Colpo_046.jpg,0,0,0.37117407
Colpo_047.jpg,0,1,0.6353116
Colpo_048.jpg,1,0,0.14607614
Colpo_049.jpg,0,0,0.3238161
Colpo_05.jpg,0,1,0.956155
Colpo_050.jpg,0,0,0.36013126
Colpo_051.jpg,0,0,0.22798865
Colpo_052.jpg,0,0,0.476233
Colpo_053.jpg,0,0,0.37531853
Colpo_054.jpg,0,1,0.54892874
Colpo_055.jpg,0,1,0.52242094
Colpo_056.jpg,0,0,0.461555
Colpo_057.jpg,0,1,0.6649445
Colpo_058.jpg,0,0,0.1379737
Colpo_059.jpg,0,0,0.26786986
Colpo_06.jpg,0,1,0.77533627
Colpo_060.jpg,0,0,0.4058701
Colpo_061.jpg,1,1,0.80290526
Colpo_062.jpg,0,1,0.69345975
Colpo_063.jpg,0,0,0.41519162
Colpo_064.jpg,0,0,0.2318128
Colpo_065.jpg,1,0,0.33584583
Colpo_066.jpg,0,1,0.6141158
Colpo_067.jpg,0,0,0.22068454
Colpo_068.jpg,1,0,0.19901249
Colpo_069.jpg,0,1,0.6485552
Colpo_07.jpg,0,1,0.5820361
Colpo_070.jpg,0,0,0.2811742
Colpo_071.jpg,0,1,0.57726306
Colpo_072.jpg,1,0,0.4385539
Colpo_073.jpg,0,0,0.1652287
Colpo_074.jpg,0,0,0.24865915
Colpo_075.jpg,0,1,0.5697889
Colpo_076.jpg,0,0,0.45549414
Colpo_077.jpg,0,0,0.06706743
Colpo_078.jpg,1,0,0.31077644
Colpo_079.jpg,0,0,0.4133791
Colpo_08.jpg,0,0,0.3670104
Colpo_080.jpg,0,0,0.34494692
Colpo_081.jpg,1,1,0.7108739
Colpo_082.jpg,1,0,0.3938264
Colpo_083.jpg,0,0,0.18232632
Colpo_084.jpg,0,0,0.3488989
Colpo_085.jpg,0,0,0.4780715
Colpo_086.jpg,0,0,0.3509174
Colpo_087.jpg,0,1,0.5005964
Colpo_088.jpg,1,0,0.15697262
Colpo_089.jpg,0,0,0.17934138
Colpo_09.jpg,0,0,0.30009517
Colpo_090.jpg,0,0,0.23109202
Colpo_091.jpg,0,0,0.31661412
Colpo_092.jpg,0,0,0.136479
Colpo_093.jpg,0,0,0.32475403
Colpo_094.jpg,0,1,0.6107088
Colpo_095.jpg,0,1,0.9342016
Colpo_096.jpg,0,1,0.5682098
Colpo_097.jpg,0,1,0.5660777
Colpo_098.jpg,0,0,0.25290927
Colpo_099.jpg,1,0,0.28540218
